num,work_name,location,salary,work_year,educate,company_name,company_type,financing_conditions,company_size,city,nums
611,AI推理框架研发工程师,上海,47500,3-5年,学历不限,某大型电子公司,电子/半导体/集成电路,未融资,500-999人,上海,1
612,AI产品总监,北京,95000,经验不限,硕士,某大型计算机服务公司,计算机服务,未融资,100-499人,北京,1
613,AI Engineer（AI工程师）,南京·雨花台区·小行,20000,5-7年,本科,宝马诚迈,计算机软件,不需要融资,100-499人,南京,1
614,AI开发工程师,广州·天河区·体育中心,17500,5-7年,本科,湖南拓维信创系统集成,计算机软件,未融资,1000-9999人,广州,1
615,AI数据审核（应届生亦可）,北京·海淀区·西北旺,12500,经验不限,大专,中软国际,计算机软件,已上市,10000人以上,北京,1
616,人工智能,济南·历城区·唐冶,10500,5-7年,本科,山东比亚科技,电力/热力/燃气/水利,不需要融资,100-499人,济南,1
617,机器学习游戏AI工程师-杭州,杭州,25000,1-3年,本科,某500强上市公司,游戏,已上市,10000人以上,杭州,1
618,AI语音工程师,上海·普陀区·曹杨,37500,5-7年,本科,博星信息科技有限公司,电子商务,未融资,20-99人,上海,1
619,AI短视频编导,北京,25000,5-7年,本科,某大型互联网公司,互联网,天使轮,100-499人,北京,1
620,人工智能专家,北京,37500,7年以上,本科,某500强上市公司,互联网,已上市,10000人以上,北京,1
621,AI技术工程师,杭州·萧山区·钱江世纪城,30000,3-5年,本科,辛选集团,电子商务,不需要融资,1000-9999人,杭州,1
622,AI产品经理,杭州·滨江区·长河,30000,1-3年,本科,阿里巴巴集团,互联网,已上市,10000人以上,杭州,1
623,Golang 大模型AI应用后端开发,北京·东城区·交道口,21500,3-5年,本科,博良胜合,计算机服务,未融资,0-20人,北京,1
624,人工智能算法工程师,北京·顺义区·南法信,40000,3-5年,硕士,北京阿法龙科技,智能硬件,A轮,20-99人,北京,1
625,AI大数据架构师,武汉·江夏区·关山,21500,7年以上,学历不限,百智诚远,计算机服务,未融资,20-99人,武汉,1
626,AI性能架构师,深圳,170000,3-5年,本科,某500强上市公司,移动互联网,已上市,10000人以上,深圳,1
627,人工智能架构师,广州,60000,3-5年,大专,某大型知名保险公司,保险,未融资,10000人以上,广州,1
628,急急急高级产品经理（AI软件方向）,成都,22500,7年以上,学历不限,某大型广告公司,广告/公关/会展,不需要融资,100-499人,成都,1
629,AI产品经理,北京·海淀区·苏州桥,12500,3-5年,大专,狐獴暖心科技,生活服务,未融资,0-20人,北京,1
630,AI框架适配优化研发工程师,长沙·开福区·湘雅路,22500,5-7年,硕士,飞腾公司,电子/半导体/集成电路,不需要融资,1000-9999人,长沙,1
631,AI模型开发工程师,上海·普陀区·梅川路,45000,3-5年,大专,芯后智能,数据服务,未融资,20-99人,上海,1
632,人工智能产品经理,深圳·南山区·科技园,10000,经验不限,硕士,深圳金智凌轩视讯...,通信/网络设备,未融资,20-99人,深圳,1
633,售前工程师（人工智能）,福州·鼓楼区·东街口,15500,3-5年,大专,捷通华声,互联网,C轮,100-499人,福州,1
634,ai产品经理,合肥,22500,1-3年,本科,某大型知名计算机软件上市公司,计算机软件,已上市,10000人以上,合肥,1
635,AI算法研究员-base北上深,上海,55000,1-3年,学历不限,某知名企业,基金,不需要融资,100-499人,上海,1
636,图像AI算法实习/全职工程师,嘉兴,5500,5-7年,博士,嘉兴像景智能,电子/半导体/集成电路,A轮,0-20人,嘉兴,1
637,高级ai产品经理,北京·海淀区·中关村,32500,1-3年,本科,思图场景,互联网,B轮,100-499人,北京,1
638,ai产品经理,北京,72500,5-7年,本科,某500强上市公司,互联网,已上市,10000人以上,北京,1
639,直招--AI产品经理（知名企业 ）,广州,22500,3-5年,硕士,某移动互联网公司,移动互联网,未融资,20-99人,广州,1
640,AI推理框架研发工程师,上海,47500,1-3年,博士,某大型电子公司,电子/半导体/集成电路,未融资,500-999人,上海,1
641,AI产品总监,北京,95000,1-3年,硕士,某大型计算机服务公司,计算机服务,未融资,100-499人,北京,1
642,AI Engineer（AI工程师）,南京·雨花台区·小行,20000,7年以上,硕士,宝马诚迈,计算机软件,不需要融资,100-499人,南京,1
643,AI开发工程师,广州·天河区·体育中心,17500,1-3年,本科,湖南拓维信创系统集成,计算机软件,未融资,1000-9999人,广州,1
644,AI数据审核（应届生亦可）,北京·海淀区·西北旺,12500,3-5年,本科,中软国际,计算机软件,已上市,10000人以上,北京,1
645,人工智能,济南·历城区·唐冶,10500,3-5年,本科,山东比亚科技,电力/热力/燃气/水利,不需要融资,100-499人,济南,1
646,机器学习游戏AI工程师-杭州,杭州,25000,1-3年,博士,某500强上市公司,游戏,已上市,10000人以上,杭州,1
647,AI语音工程师,上海·普陀区·曹杨,37500,1-3年,大专,博星信息科技有限公司,电子商务,未融资,20-99人,上海,1
648,AI短视频编导,北京,25000,3-5年,大专,某大型互联网公司,互联网,天使轮,100-499人,北京,1
649,人工智能专家,北京,37500,5-7年,本科,某500强上市公司,互联网,已上市,10000人以上,北京,1
650,AI技术工程师,杭州·萧山区·钱江世纪城,30000,3-5年,学历不限,辛选集团,电子商务,不需要融资,1000-9999人,杭州,1
651,AI产品经理,杭州·滨江区·长河,30000,1-3年,本科,阿里巴巴集团,互联网,已上市,10000人以上,杭州,1
652,Golang 大模型AI应用后端开发,北京·东城区·交道口,21500,3-5年,博士,博良胜合,计算机服务,未融资,0-20人,北京,1
653,人工智能算法工程师,北京·顺义区·南法信,40000,7年以上,本科,北京阿法龙科技,智能硬件,A轮,20-99人,北京,1
654,AI大数据架构师,武汉·江夏区·关山,21500,3-5年,本科,百智诚远,计算机服务,未融资,20-99人,武汉,1
655,AI性能架构师,深圳,170000,3-5年,大专,某500强上市公司,移动互联网,已上市,10000人以上,深圳,1
656,人工智能架构师,广州,60000,1-3年,硕士,某大型知名保险公司,保险,未融资,10000人以上,广州,1
657,急急急高级产品经理（AI软件方向）,成都,22500,1-3年,硕士,某大型广告公司,广告/公关/会展,不需要融资,100-499人,成都,1
658,AI产品经理,北京·海淀区·苏州桥,12500,3-5年,学历不限,狐獴暖心科技,生活服务,未融资,0-20人,北京,1
659,AI框架适配优化研发工程师,长沙·开福区·湘雅路,22500,3-5年,本科,飞腾公司,电子/半导体/集成电路,不需要融资,1000-9999人,长沙,1
660,AI模型开发工程师,上海·普陀区·梅川路,45000,经验不限,硕士,芯后智能,数据服务,未融资,20-99人,上海,1
661,人工智能产品经理,深圳·南山区·科技园,10000,经验不限,本科,深圳金智凌轩视讯...,通信/网络设备,未融资,20-99人,深圳,1
662,售前工程师（人工智能）,福州·鼓楼区·东街口,15500,1-3年,硕士,捷通华声,互联网,C轮,100-499人,福州,1
663,ai产品经理,合肥,22500,7年以上,本科,某大型知名计算机软件上市公司,计算机软件,已上市,10000人以上,合肥,1
664,AI算法研究员-base北上深,上海,55000,3-5年,本科,某知名企业,基金,不需要融资,100-499人,上海,1
665,图像AI算法实习/全职工程师,嘉兴,5500,3-5年,学历不限,嘉兴像景智能,电子/半导体/集成电路,A轮,0-20人,嘉兴,1
666,高级ai产品经理,北京·海淀区·中关村,32500,7年以上,大专,思图场景,互联网,B轮,100-499人,北京,1
667,ai产品经理,北京,72500,5-7年,硕士,某500强上市公司,互联网,已上市,10000人以上,北京,1
668,直招--AI产品经理（知名企业 ）,广州,22500,3-5年,硕士,某移动互联网公司,移动互联网,未融资,20-99人,广州,1
669,AI推理框架研发工程师,上海,47500,3-5年,博士,某大型电子公司,电子/半导体/集成电路,未融资,500-999人,上海,1
670,AI产品总监,北京,95000,经验不限,本科,某大型计算机服务公司,计算机服务,未融资,100-499人,北京,1
671,AI Engineer（AI工程师）,南京·雨花台区·小行,20000,1-3年,本科,宝马诚迈,计算机软件,不需要融资,100-499人,南京,1
672,AI开发工程师,广州·天河区·体育中心,17500,3-5年,本科,湖南拓维信创系统集成,计算机软件,未融资,1000-9999人,广州,1
673,AI数据审核（应届生亦可）,北京·海淀区·西北旺,12500,1-3年,硕士,中软国际,计算机软件,已上市,10000人以上,北京,1
674,人工智能,济南·历城区·唐冶,10500,7年以上,硕士,山东比亚科技,电力/热力/燃气/水利,不需要融资,100-499人,济南,1
675,机器学习游戏AI工程师-杭州,杭州,25000,5-7年,本科,某500强上市公司,游戏,已上市,10000人以上,杭州,1
676,AI语音工程师,上海·普陀区·曹杨,37500,7年以上,博士,博星信息科技有限公司,电子商务,未融资,20-99人,上海,1
677,AI短视频编导,北京,25000,3-5年,大专,某大型互联网公司,互联网,天使轮,100-499人,北京,1
678,人工智能专家,北京,37500,3-5年,博士,某500强上市公司,互联网,已上市,10000人以上,北京,1
679,AI技术工程师,杭州·萧山区·钱江世纪城,30000,5-7年,硕士,辛选集团,电子商务,不需要融资,1000-9999人,杭州,1
680,AI产品经理,杭州·滨江区·长河,30000,经验不限,硕士,阿里巴巴集团,互联网,已上市,10000人以上,杭州,1
681,Golang 大模型AI应用后端开发,北京·东城区·交道口,21500,3-5年,本科,博良胜合,计算机服务,未融资,0-20人,北京,1
682,人工智能算法工程师,北京·顺义区·南法信,40000,3-5年,本科,北京阿法龙科技,智能硬件,A轮,20-99人,北京,1
683,AI大数据架构师,武汉·江夏区·关山,21500,1-3年,硕士,百智诚远,计算机服务,未融资,20-99人,武汉,1
684,AI性能架构师,深圳,170000,3-5年,本科,某500强上市公司,移动互联网,已上市,10000人以上,深圳,1
685,人工智能架构师,广州,60000,3-5年,硕士,某大型知名保险公司,保险,未融资,10000人以上,广州,1
686,急急急高级产品经理（AI软件方向）,成都,22500,1-3年,本科,某大型广告公司,广告/公关/会展,不需要融资,100-499人,成都,1
687,AI产品经理,北京·海淀区·苏州桥,12500,经验不限,硕士,狐獴暖心科技,生活服务,未融资,0-20人,北京,1
688,AI框架适配优化研发工程师,长沙·开福区·湘雅路,22500,5-7年,学历不限,飞腾公司,电子/半导体/集成电路,不需要融资,1000-9999人,长沙,1
689,AI模型开发工程师,上海·普陀区·梅川路,45000,3-5年,本科,芯后智能,数据服务,未融资,20-99人,上海,1
690,人工智能产品经理,深圳·南山区·科技园,10000,7年以上,学历不限,深圳金智凌轩视讯...,通信/网络设备,未融资,20-99人,深圳,1
691,售前工程师（人工智能）,福州·鼓楼区·东街口,15500,7年以上,本科,捷通华声,互联网,C轮,100-499人,福州,1
692,ai产品经理,合肥,22500,5-7年,本科,某大型知名计算机软件上市公司,计算机软件,已上市,10000人以上,合肥,1
693,AI算法研究员-base北上深,上海,55000,1-3年,大专,某知名企业,基金,不需要融资,100-499人,上海,1
694,图像AI算法实习/全职工程师,嘉兴,5500,1-3年,硕士,嘉兴像景智能,电子/半导体/集成电路,A轮,0-20人,嘉兴,1
695,高级ai产品经理,北京·海淀区·中关村,32500,1-3年,本科,思图场景,互联网,B轮,100-499人,北京,1
696,ai产品经理,北京,72500,5-7年,本科,某500强上市公司,互联网,已上市,10000人以上,北京,1
697,直招--AI产品经理（知名企业 ）,广州,22500,5-7年,本科,某移动互联网公司,移动互联网,未融资,20-99人,广州,1
698,AI推理框架研发工程师,上海,47500,1-3年,博士,某大型电子公司,电子/半导体/集成电路,未融资,500-999人,上海,1
699,AI产品总监,北京,95000,1-3年,本科,某大型计算机服务公司,计算机服务,未融资,100-499人,北京,1
700,AI Engineer（AI工程师）,南京·雨花台区·小行,20000,1-3年,本科,宝马诚迈,计算机软件,不需要融资,100-499人,南京,1
701,AI开发工程师,广州·天河区·体育中心,17500,1-3年,大专,湖南拓维信创系统集成,计算机软件,未融资,1000-9999人,广州,1
702,AI数据审核（应届生亦可）,北京·海淀区·西北旺,12500,7年以上,本科,中软国际,计算机软件,已上市,10000人以上,北京,1
703,人工智能,济南·历城区·唐冶,10500,1-3年,大专,山东比亚科技,电力/热力/燃气/水利,不需要融资,100-499人,济南,1
704,机器学习游戏AI工程师-杭州,杭州,25000,5-7年,本科,某500强上市公司,游戏,已上市,10000人以上,杭州,1
705,AI语音工程师,上海·普陀区·曹杨,37500,1-3年,本科,博星信息科技有限公司,电子商务,未融资,20-99人,上海,1
706,AI短视频编导,北京,25000,5-7年,博士,某大型互联网公司,互联网,天使轮,100-499人,北京,1
707,人工智能专家,北京,37500,5-7年,硕士,某500强上市公司,互联网,已上市,10000人以上,北京,1
708,AI技术工程师,杭州·萧山区·钱江世纪城,30000,1-3年,本科,辛选集团,电子商务,不需要融资,1000-9999人,杭州,1
709,AI产品经理,杭州·滨江区·长河,30000,1-3年,本科,阿里巴巴集团,互联网,已上市,10000人以上,杭州,1
710,Golang 大模型AI应用后端开发,北京·东城区·交道口,21500,1-3年,本科,博良胜合,计算机服务,未融资,0-20人,北京,1
711,人工智能算法工程师,北京·顺义区·南法信,40000,3-5年,博士,北京阿法龙科技,智能硬件,A轮,20-99人,北京,1
712,AI大数据架构师,武汉·江夏区·关山,21500,3-5年,硕士,百智诚远,计算机服务,未融资,20-99人,武汉,1
713,AI性能架构师,深圳,170000,3-5年,本科,某500强上市公司,移动互联网,已上市,10000人以上,深圳,1
714,人工智能架构师,广州,60000,3-5年,博士,某大型知名保险公司,保险,未融资,10000人以上,广州,1
715,急急急高级产品经理（AI软件方向）,成都,22500,经验不限,硕士,某大型广告公司,广告/公关/会展,不需要融资,100-499人,成都,1
716,AI产品经理,北京·海淀区·苏州桥,12500,3-5年,学历不限,狐獴暖心科技,生活服务,未融资,0-20人,北京,1
