num,work_name,location,salary,work_year,educate,company_name,company_type,financing_conditions,company_size,city,nums
389,AI技术工程师,杭州·萧山区·钱江世纪城,30000,3-5年,硕士,辛选集团,电子商务,不需要融资,1000-9999人,杭州,1
390,AI产品经理,杭州·滨江区·长河,30000,5-7年,本科,阿里巴巴集团,互联网,已上市,10000人以上,杭州,1
391,Golang 大模型AI应用后端开发,北京·东城区·交道口,21500,1-3年,本科,博良胜合,计算机服务,未融资,0-20人,北京,1
392,人工智能算法工程师,北京·顺义区·南法信,40000,3-5年,本科,北京阿法龙科技,智能硬件,A轮,20-99人,北京,1
393,AI大数据架构师,武汉·江夏区·关山,21500,7年以上,本科,百智诚远,计算机服务,未融资,20-99人,武汉,1
394,AI性能架构师,深圳,170000,3-5年,硕士,某500强上市公司,移动互联网,已上市,10000人以上,深圳,1
395,人工智能架构师,广州,60000,经验不限,大专,某大型知名保险公司,保险,未融资,10000人以上,广州,1
396,急急急高级产品经理（AI软件方向）,成都,22500,5-7年,大专,某大型广告公司,广告/公关/会展,不需要融资,100-499人,成都,1
397,AI产品经理,北京·海淀区·苏州桥,12500,3-5年,硕士,狐獴暖心科技,生活服务,未融资,0-20人,北京,1
398,AI框架适配优化研发工程师,长沙·开福区·湘雅路,22500,1-3年,硕士,飞腾公司,电子/半导体/集成电路,不需要融资,1000-9999人,长沙,1
399,AI模型开发工程师,上海·普陀区·梅川路,45000,5-7年,本科,芯后智能,数据服务,未融资,20-99人,上海,1
400,人工智能产品经理,深圳·南山区·科技园,10000,5-7年,博士,深圳金智凌轩视讯...,通信/网络设备,未融资,20-99人,深圳,1
401,售前工程师（人工智能）,福州·鼓楼区·东街口,15500,5-7年,本科,捷通华声,互联网,C轮,100-499人,福州,1
402,ai产品经理,合肥,22500,3-5年,大专,某大型知名计算机软件上市公司,计算机软件,已上市,10000人以上,合肥,1
403,AI算法研究员-base北上深,上海,55000,3-5年,硕士,某知名企业,基金,不需要融资,100-499人,上海,1
404,图像AI算法实习/全职工程师,嘉兴,5500,7年以上,本科,嘉兴像景智能,电子/半导体/集成电路,A轮,0-20人,嘉兴,1
405,高级ai产品经理,北京·海淀区·中关村,32500,5-7年,本科,思图场景,互联网,B轮,100-499人,北京,1
406,ai产品经理,北京,72500,1-3年,本科,某500强上市公司,互联网,已上市,10000人以上,北京,1
407,直招--AI产品经理（知名企业 ）,广州,22500,3-5年,本科,某移动互联网公司,移动互联网,未融资,20-99人,广州,1
408,AI推理框架研发工程师,上海,47500,3-5年,本科,某大型电子公司,电子/半导体/集成电路,未融资,500-999人,上海,1
409,AI产品总监,北京,95000,3-5年,硕士,某大型计算机服务公司,计算机服务,未融资,100-499人,北京,1
410,AI Engineer（AI工程师）,南京·雨花台区·小行,20000,3-5年,硕士,宝马诚迈,计算机软件,不需要融资,100-499人,南京,1
411,AI开发工程师,广州·天河区·体育中心,17500,3-5年,大专,湖南拓维信创系统集成,计算机软件,未融资,1000-9999人,广州,1
412,AI数据审核（应届生亦可）,北京·海淀区·西北旺,12500,5-7年,大专,中软国际,计算机软件,已上市,10000人以上,北京,1
413,人工智能,济南·历城区·唐冶,10500,5-7年,硕士,山东比亚科技,电力/热力/燃气/水利,不需要融资,100-499人,济南,1
414,机器学习游戏AI工程师-杭州,杭州,25000,3-5年,硕士,某500强上市公司,游戏,已上市,10000人以上,杭州,1
415,AI语音工程师,上海·普陀区·曹杨,37500,经验不限,硕士,博星信息科技有限公司,电子商务,未融资,20-99人,上海,1
416,AI短视频编导,北京,25000,5-7年,硕士,某大型互联网公司,互联网,天使轮,100-499人,北京,1
417,人工智能专家,北京,37500,1-3年,本科,某500强上市公司,互联网,已上市,10000人以上,北京,1
418,AI技术工程师,杭州·萧山区·钱江世纪城,30000,7年以上,硕士,辛选集团,电子商务,不需要融资,1000-9999人,杭州,1
419,AI产品经理,杭州·滨江区·长河,30000,3-5年,学历不限,阿里巴巴集团,互联网,已上市,10000人以上,杭州,1
420,Golang 大模型AI应用后端开发,北京·东城区·交道口,21500,经验不限,大专,博良胜合,计算机服务,未融资,0-20人,北京,1
421,人工智能算法工程师,北京·顺义区·南法信,40000,1-3年,学历不限,北京阿法龙科技,智能硬件,A轮,20-99人,北京,1
422,AI大数据架构师,武汉·江夏区·关山,21500,5-7年,大专,百智诚远,计算机服务,未融资,20-99人,武汉,1
423,AI性能架构师,深圳,170000,7年以上,硕士,某500强上市公司,移动互联网,已上市,10000人以上,深圳,1
424,人工智能架构师,广州,60000,5-7年,大专,某大型知名保险公司,保险,未融资,10000人以上,广州,1
425,急急急高级产品经理（AI软件方向）,成都,22500,3-5年,本科,某大型广告公司,广告/公关/会展,不需要融资,100-499人,成都,1
426,AI产品经理,北京·海淀区·苏州桥,12500,1-3年,博士,狐獴暖心科技,生活服务,未融资,0-20人,北京,1
427,AI框架适配优化研发工程师,长沙·开福区·湘雅路,22500,3-5年,大专,飞腾公司,电子/半导体/集成电路,不需要融资,1000-9999人,长沙,1
428,AI模型开发工程师,上海·普陀区·梅川路,45000,3-5年,大专,芯后智能,数据服务,未融资,20-99人,上海,1
429,人工智能产品经理,深圳·南山区·科技园,10000,5-7年,本科,深圳金智凌轩视讯...,通信/网络设备,未融资,20-99人,深圳,1
430,售前工程师（人工智能）,福州·鼓楼区·东街口,15500,1-3年,硕士,捷通华声,互联网,C轮,100-499人,福州,1
431,ai产品经理,合肥,22500,3-5年,硕士,某大型知名计算机软件上市公司,计算机软件,已上市,10000人以上,合肥,1
432,AI算法研究员-base北上深,上海,55000,7年以上,本科,某知名企业,基金,不需要融资,100-499人,上海,1
433,图像AI算法实习/全职工程师,嘉兴,5500,3-5年,硕士,嘉兴像景智能,电子/半导体/集成电路,A轮,0-20人,嘉兴,1
434,高级ai产品经理,北京·海淀区·中关村,32500,3-5年,大专,思图场景,互联网,B轮,100-499人,北京,1
435,ai产品经理,北京,72500,1-3年,本科,某500强上市公司,互联网,已上市,10000人以上,北京,1
436,直招--AI产品经理（知名企业 ）,广州,22500,3-5年,本科,某移动互联网公司,移动互联网,未融资,20-99人,广州,1
437,AI推理框架研发工程师,上海,47500,经验不限,博士,某大型电子公司,电子/半导体/集成电路,未融资,500-999人,上海,1
438,AI产品总监,北京,95000,3-5年,本科,某大型计算机服务公司,计算机服务,未融资,100-499人,北京,1
439,AI Engineer（AI工程师）,南京·雨花台区·小行,20000,1-3年,硕士,宝马诚迈,计算机软件,不需要融资,100-499人,南京,1
440,AI开发工程师,广州·天河区·体育中心,17500,1-3年,本科,湖南拓维信创系统集成,计算机软件,未融资,1000-9999人,广州,1
441,AI数据审核（应届生亦可）,北京·海淀区·西北旺,12500,7年以上,大专,中软国际,计算机软件,已上市,10000人以上,北京,1
442,人工智能,济南·历城区·唐冶,10500,3-5年,学历不限,山东比亚科技,电力/热力/燃气/水利,不需要融资,100-499人,济南,1
443,机器学习游戏AI工程师-杭州,杭州,25000,3-5年,大专,某500强上市公司,游戏,已上市,10000人以上,杭州,1
444,AI语音工程师,上海·普陀区·曹杨,37500,7年以上,硕士,博星信息科技有限公司,电子商务,未融资,20-99人,上海,1
445,AI短视频编导,北京,25000,3-5年,大专,某大型互联网公司,互联网,天使轮,100-499人,北京,1
446,人工智能专家,北京,37500,3-5年,博士,某500强上市公司,互联网,已上市,10000人以上,北京,1
447,AI技术工程师,杭州·萧山区·钱江世纪城,30000,5-7年,本科,辛选集团,电子商务,不需要融资,1000-9999人,杭州,1
448,AI产品经理,杭州·滨江区·长河,30000,3-5年,大专,阿里巴巴集团,互联网,已上市,10000人以上,杭州,1
449,Golang 大模型AI应用后端开发,北京·东城区·交道口,21500,3-5年,本科,博良胜合,计算机服务,未融资,0-20人,北京,1
450,人工智能算法工程师,北京·顺义区·南法信,40000,5-7年,博士,北京阿法龙科技,智能硬件,A轮,20-99人,北京,1
451,AI大数据架构师,武汉·江夏区·关山,21500,3-5年,硕士,百智诚远,计算机服务,未融资,20-99人,武汉,1
452,AI性能架构师,深圳,170000,3-5年,硕士,某500强上市公司,移动互联网,已上市,10000人以上,深圳,1
453,人工智能架构师,广州,60000,1-3年,本科,某大型知名保险公司,保险,未融资,10000人以上,广州,1
454,急急急高级产品经理（AI软件方向）,成都,22500,5-7年,本科,某大型广告公司,广告/公关/会展,不需要融资,100-499人,成都,1
455,AI产品经理,北京·海淀区·苏州桥,12500,3-5年,本科,狐獴暖心科技,生活服务,未融资,0-20人,北京,1
456,AI框架适配优化研发工程师,长沙·开福区·湘雅路,22500,3-5年,本科,飞腾公司,电子/半导体/集成电路,不需要融资,1000-9999人,长沙,1
457,AI模型开发工程师,上海·普陀区·梅川路,45000,3-5年,本科,芯后智能,数据服务,未融资,20-99人,上海,1
458,人工智能产品经理,深圳·南山区·科技园,10000,7年以上,大专,深圳金智凌轩视讯...,通信/网络设备,未融资,20-99人,深圳,1
459,售前工程师（人工智能）,福州·鼓楼区·东街口,15500,7年以上,博士,捷通华声,互联网,C轮,100-499人,福州,1
460,ai产品经理,合肥,22500,3-5年,学历不限,某大型知名计算机软件上市公司,计算机软件,已上市,10000人以上,合肥,1
461,AI算法研究员-base北上深,上海,55000,5-7年,博士,某知名企业,基金,不需要融资,100-499人,上海,1
462,图像AI算法实习/全职工程师,嘉兴,5500,经验不限,本科,嘉兴像景智能,电子/半导体/集成电路,A轮,0-20人,嘉兴,1
463,高级ai产品经理,北京·海淀区·中关村,32500,5-7年,硕士,思图场景,互联网,B轮,100-499人,北京,1
464,ai产品经理,北京,72500,5-7年,大专,某500强上市公司,互联网,已上市,10000人以上,北京,1
465,直招--AI产品经理（知名企业 ）,广州,22500,7年以上,博士,某移动互联网公司,移动互联网,未融资,20-99人,广州,1
466,AI推理框架研发工程师,上海,47500,3-5年,本科,某大型电子公司,电子/半导体/集成电路,未融资,500-999人,上海,1
467,AI产品总监,北京,95000,5-7年,硕士,某大型计算机服务公司,计算机服务,未融资,100-499人,北京,1
468,AI Engineer（AI工程师）,南京·雨花台区·小行,20000,3-5年,硕士,宝马诚迈,计算机软件,不需要融资,100-499人,南京,1
469,AI开发工程师,广州·天河区·体育中心,17500,3-5年,学历不限,湖南拓维信创系统集成,计算机软件,未融资,1000-9999人,广州,1
470,AI数据审核（应届生亦可）,北京·海淀区·西北旺,12500,5-7年,本科,中软国际,计算机软件,已上市,10000人以上,北京,1
471,人工智能,济南·历城区·唐冶,10500,1-3年,本科,山东比亚科技,电力/热力/燃气/水利,不需要融资,100-499人,济南,1
472,机器学习游戏AI工程师-杭州,杭州,25000,3-5年,大专,某500强上市公司,游戏,已上市,10000人以上,杭州,1
473,AI语音工程师,上海·普陀区·曹杨,37500,经验不限,学历不限,博星信息科技有限公司,电子商务,未融资,20-99人,上海,1
474,AI短视频编导,北京,25000,3-5年,博士,某大型互联网公司,互联网,天使轮,100-499人,北京,1
475,人工智能专家,北京,37500,5-7年,本科,某500强上市公司,互联网,已上市,10000人以上,北京,1
476,AI技术工程师,杭州·萧山区·钱江世纪城,30000,3-5年,硕士,辛选集团,电子商务,不需要融资,1000-9999人,杭州,1
477,AI产品经理,杭州·滨江区·长河,30000,经验不限,大专,阿里巴巴集团,互联网,已上市,10000人以上,杭州,1
478,Golang 大模型AI应用后端开发,北京·东城区·交道口,21500,3-5年,学历不限,博良胜合,计算机服务,未融资,0-20人,北京,1
479,人工智能算法工程师,北京·顺义区·南法信,40000,5-7年,学历不限,北京阿法龙科技,智能硬件,A轮,20-99人,北京,1
480,AI大数据架构师,武汉·江夏区·关山,21500,3-5年,学历不限,百智诚远,计算机服务,未融资,20-99人,武汉,1
481,AI性能架构师,深圳,170000,经验不限,大专,某500强上市公司,移动互联网,已上市,10000人以上,深圳,1
482,人工智能架构师,广州,60000,5-7年,硕士,某大型知名保险公司,保险,未融资,10000人以上,广州,1
483,急急急高级产品经理（AI软件方向）,成都,22500,3-5年,大专,某大型广告公司,广告/公关/会展,不需要融资,100-499人,成都,1
484,AI产品经理,北京·海淀区·苏州桥,12500,3-5年,本科,狐獴暖心科技,生活服务,未融资,0-20人,北京,1
485,AI框架适配优化研发工程师,长沙·开福区·湘雅路,22500,1-3年,博士,飞腾公司,电子/半导体/集成电路,不需要融资,1000-9999人,长沙,1
486,AI模型开发工程师,上海·普陀区·梅川路,45000,5-7年,本科,芯后智能,数据服务,未融资,20-99人,上海,1
487,人工智能产品经理,深圳·南山区·科技园,10000,1-3年,本科,深圳金智凌轩视讯...,通信/网络设备,未融资,20-99人,深圳,1
488,售前工程师（人工智能）,福州·鼓楼区·东街口,15500,1-3年,学历不限,捷通华声,互联网,C轮,100-499人,福州,1
489,ai产品经理,合肥,22500,3-5年,硕士,某大型知名计算机软件上市公司,计算机软件,已上市,10000人以上,合肥,1
490,AI算法研究员-base北上深,上海,55000,1-3年,大专,某知名企业,基金,不需要融资,100-499人,上海,1
491,图像AI算法实习/全职工程师,嘉兴,5500,7年以上,学历不限,嘉兴像景智能,电子/半导体/集成电路,A轮,0-20人,嘉兴,1
492,高级ai产品经理,北京·海淀区·中关村,32500,1-3年,学历不限,思图场景,互联网,B轮,100-499人,北京,1
493,ai产品经理,北京,72500,3-5年,本科,某500强上市公司,互联网,已上市,10000人以上,北京,1
494,直招--AI产品经理（知名企业 ）,广州,22500,3-5年,硕士,某移动互联网公司,移动互联网,未融资,20-99人,广州,1
495,AI推理框架研发工程师,上海,47500,1-3年,学历不限,某大型电子公司,电子/半导体/集成电路,未融资,500-999人,上海,1
496,AI产品总监,北京,95000,7年以上,学历不限,某大型计算机服务公司,计算机服务,未融资,100-499人,北京,1
497,AI Engineer（AI工程师）,南京·雨花台区·小行,20000,1-3年,硕士,宝马诚迈,计算机软件,不需要融资,100-499人,南京,1
498,AI开发工程师,广州·天河区·体育中心,17500,1-3年,大专,湖南拓维信创系统集成,计算机软件,未融资,1000-9999人,广州,1
499,AI数据审核（应届生亦可）,北京·海淀区·西北旺,12500,3-5年,本科,中软国际,计算机软件,已上市,10000人以上,北京,1
500,人工智能,济南·历城区·唐冶,10500,3-5年,本科,山东比亚科技,电力/热力/燃气/水利,不需要融资,100-499人,济南,1
501,机器学习游戏AI工程师-杭州,杭州,25000,5-7年,硕士,某500强上市公司,游戏,已上市,10000人以上,杭州,1
502,AI语音工程师,上海·普陀区·曹杨,37500,5-7年,本科,博星信息科技有限公司,电子商务,未融资,20-99人,上海,1
503,AI短视频编导,北京,25000,1-3年,本科,某大型互联网公司,互联网,天使轮,100-499人,北京,1
504,人工智能专家,北京,37500,3-5年,本科,某500强上市公司,互联网,已上市,10000人以上,北京,1
505,AI技术工程师,杭州·萧山区·钱江世纪城,30000,7年以上,本科,辛选集团,电子商务,不需要融资,1000-9999人,杭州,1
506,AI产品经理,杭州·滨江区·长河,30000,3-5年,硕士,阿里巴巴集团,互联网,已上市,10000人以上,杭州,1
507,Golang 大模型AI应用后端开发,北京·东城区·交道口,21500,经验不限,学历不限,博良胜合,计算机服务,未融资,0-20人,北京,1
508,人工智能算法工程师,北京·顺义区·南法信,40000,7年以上,学历不限,北京阿法龙科技,智能硬件,A轮,20-99人,北京,1
509,AI大数据架构师,武汉·江夏区·关山,21500,5-7年,本科,百智诚远,计算机服务,未融资,20-99人,武汉,1
510,AI性能架构师,深圳,170000,经验不限,本科,某500强上市公司,移动互联网,已上市,10000人以上,深圳,1
511,人工智能架构师,广州,60000,1-3年,博士,某大型知名保险公司,保险,未融资,10000人以上,广州,1
512,急急急高级产品经理（AI软件方向）,成都,22500,7年以上,本科,某大型广告公司,广告/公关/会展,不需要融资,100-499人,成都,1
513,AI产品经理,北京·海淀区·苏州桥,12500,5-7年,本科,狐獴暖心科技,生活服务,未融资,0-20人,北京,1
514,AI框架适配优化研发工程师,长沙·开福区·湘雅路,22500,1-3年,本科,飞腾公司,电子/半导体/集成电路,不需要融资,1000-9999人,长沙,1
515,AI模型开发工程师,上海·普陀区·梅川路,45000,5-7年,本科,芯后智能,数据服务,未融资,20-99人,上海,1
516,人工智能产品经理,深圳·南山区·科技园,10000,经验不限,本科,深圳金智凌轩视讯...,通信/网络设备,未融资,20-99人,深圳,1
517,售前工程师（人工智能）,福州·鼓楼区·东街口,15500,3-5年,硕士,捷通华声,互联网,C轮,100-499人,福州,1
518,ai产品经理,合肥,22500,3-5年,本科,某大型知名计算机软件上市公司,计算机软件,已上市,10000人以上,合肥,1
519,AI算法研究员-base北上深,上海,55000,3-5年,学历不限,某知名企业,基金,不需要融资,100-499人,上海,1
520,图像AI算法实习/全职工程师,嘉兴,5500,5-7年,硕士,嘉兴像景智能,电子/半导体/集成电路,A轮,0-20人,嘉兴,1
521,高级ai产品经理,北京·海淀区·中关村,32500,5-7年,本科,思图场景,互联网,B轮,100-499人,北京,1
522,ai产品经理,北京,72500,1-3年,博士,某500强上市公司,互联网,已上市,10000人以上,北京,1
523,直招--AI产品经理（知名企业 ）,广州,22500,3-5年,本科,某移动互联网公司,移动互联网,未融资,20-99人,广州,1
524,AI推理框架研发工程师,上海,47500,3-5年,本科,某大型电子公司,电子/半导体/集成电路,未融资,500-999人,上海,1
525,AI产品总监,北京,95000,7年以上,硕士,某大型计算机服务公司,计算机服务,未融资,100-499人,北京,1
526,AI Engineer（AI工程师）,南京·雨花台区·小行,20000,1-3年,硕士,宝马诚迈,计算机软件,不需要融资,100-499人,南京,1
527,AI开发工程师,广州·天河区·体育中心,17500,3-5年,本科,湖南拓维信创系统集成,计算机软件,未融资,1000-9999人,广州,1
528,AI数据审核（应届生亦可）,北京·海淀区·西北旺,12500,3-5年,学历不限,中软国际,计算机软件,已上市,10000人以上,北京,1
529,人工智能,济南·历城区·唐冶,10500,3-5年,本科,山东比亚科技,电力/热力/燃气/水利,不需要融资,100-499人,济南,1
530,机器学习游戏AI工程师-杭州,杭州,25000,经验不限,硕士,某500强上市公司,游戏,已上市,10000人以上,杭州,1
531,AI语音工程师,上海·普陀区·曹杨,37500,1-3年,硕士,博星信息科技有限公司,电子商务,未融资,20-99人,上海,1
532,AI短视频编导,北京,25000,7年以上,大专,某大型互联网公司,互联网,天使轮,100-499人,北京,1
533,人工智能专家,北京,37500,1-3年,本科,某500强上市公司,互联网,已上市,10000人以上,北京,1
534,AI技术工程师,杭州·萧山区·钱江世纪城,30000,1-3年,本科,辛选集团,电子商务,不需要融资,1000-9999人,杭州,1
535,AI产品经理,杭州·滨江区·长河,30000,3-5年,本科,阿里巴巴集团,互联网,已上市,10000人以上,杭州,1
536,Golang 大模型AI应用后端开发,北京·东城区·交道口,21500,7年以上,本科,博良胜合,计算机服务,未融资,0-20人,北京,1
537,人工智能算法工程师,北京·顺义区·南法信,40000,5-7年,本科,北京阿法龙科技,智能硬件,A轮,20-99人,北京,1
538,AI大数据架构师,武汉·江夏区·关山,21500,3-5年,本科,百智诚远,计算机服务,未融资,20-99人,武汉,1
539,AI性能架构师,深圳,170000,5-7年,学历不限,某500强上市公司,移动互联网,已上市,10000人以上,深圳,1
540,人工智能架构师,广州,60000,5-7年,本科,某大型知名保险公司,保险,未融资,10000人以上,广州,1
541,急急急高级产品经理（AI软件方向）,成都,22500,1-3年,硕士,某大型广告公司,广告/公关/会展,不需要融资,100-499人,成都,1
542,AI产品经理,北京·海淀区·苏州桥,12500,3-5年,本科,狐獴暖心科技,生活服务,未融资,0-20人,北京,1
543,AI框架适配优化研发工程师,长沙·开福区·湘雅路,22500,5-7年,学历不限,飞腾公司,电子/半导体/集成电路,不需要融资,1000-9999人,长沙,1
544,AI模型开发工程师,上海·普陀区·梅川路,45000,1-3年,本科,芯后智能,数据服务,未融资,20-99人,上海,1
545,人工智能产品经理,深圳·南山区·科技园,10000,5-7年,本科,深圳金智凌轩视讯...,通信/网络设备,未融资,20-99人,深圳,1
546,售前工程师（人工智能）,福州·鼓楼区·东街口,15500,1-3年,硕士,捷通华声,互联网,C轮,100-499人,福州,1
547,ai产品经理,合肥,22500,3-5年,硕士,某大型知名计算机软件上市公司,计算机软件,已上市,10000人以上,合肥,1
548,AI算法研究员-base北上深,上海,55000,3-5年,博士,某知名企业,基金,不需要融资,100-499人,上海,1
549,图像AI算法实习/全职工程师,嘉兴,5500,3-5年,大专,嘉兴像景智能,电子/半导体/集成电路,A轮,0-20人,嘉兴,1
550,高级ai产品经理,北京·海淀区·中关村,32500,经验不限,本科,思图场景,互联网,B轮,100-499人,北京,1
551,ai产品经理,北京,72500,3-5年,本科,某500强上市公司,互联网,已上市,10000人以上,北京,1
552,直招--AI产品经理（知名企业 ）,广州,22500,3-5年,博士,某移动互联网公司,移动互联网,未融资,20-99人,广州,1
553,AI推理框架研发工程师,上海,47500,5-7年,本科,某大型电子公司,电子/半导体/集成电路,未融资,500-999人,上海,1
554,AI产品总监,北京,95000,1-3年,硕士,某大型计算机服务公司,计算机服务,未融资,100-499人,北京,1
555,AI Engineer（AI工程师）,南京·雨花台区·小行,20000,1-3年,本科,宝马诚迈,计算机软件,不需要融资,100-499人,南京,1
556,AI开发工程师,广州·天河区·体育中心,17500,1-3年,硕士,湖南拓维信创系统集成,计算机软件,未融资,1000-9999人,广州,1
557,AI数据审核（应届生亦可）,北京·海淀区·西北旺,12500,3-5年,大专,中软国际,计算机软件,已上市,10000人以上,北京,1
558,人工智能,济南·历城区·唐冶,10500,3-5年,本科,山东比亚科技,电力/热力/燃气/水利,不需要融资,100-499人,济南,1
559,机器学习游戏AI工程师-杭州,杭州,25000,3-5年,本科,某500强上市公司,游戏,已上市,10000人以上,杭州,1
560,AI语音工程师,上海·普陀区·曹杨,37500,3-5年,本科,博星信息科技有限公司,电子商务,未融资,20-99人,上海,1
561,AI短视频编导,北京,25000,3-5年,大专,某大型互联网公司,互联网,天使轮,100-499人,北京,1
562,人工智能专家,北京,37500,7年以上,硕士,某500强上市公司,互联网,已上市,10000人以上,北京,1
563,AI技术工程师,杭州·萧山区·钱江世纪城,30000,3-5年,本科,辛选集团,电子商务,不需要融资,1000-9999人,杭州,1
564,AI产品经理,杭州·滨江区·长河,30000,5-7年,本科,阿里巴巴集团,互联网,已上市,10000人以上,杭州,1
565,Golang 大模型AI应用后端开发,北京·东城区·交道口,21500,5-7年,本科,博良胜合,计算机服务,未融资,0-20人,北京,1
566,人工智能算法工程师,北京·顺义区·南法信,40000,3-5年,学历不限,北京阿法龙科技,智能硬件,A轮,20-99人,北京,1
567,AI大数据架构师,武汉·江夏区·关山,21500,1-3年,本科,百智诚远,计算机服务,未融资,20-99人,武汉,1
568,AI性能架构师,深圳,170000,经验不限,本科,某500强上市公司,移动互联网,已上市,10000人以上,深圳,1
569,人工智能架构师,广州,60000,3-5年,大专,某大型知名保险公司,保险,未融资,10000人以上,广州,1
570,急急急高级产品经理（AI软件方向）,成都,22500,3-5年,本科,某大型广告公司,广告/公关/会展,不需要融资,100-499人,成都,1
571,AI产品经理,北京·海淀区·苏州桥,12500,5-7年,本科,狐獴暖心科技,生活服务,未融资,0-20人,北京,1
572,AI框架适配优化研发工程师,长沙·开福区·湘雅路,22500,经验不限,学历不限,飞腾公司,电子/半导体/集成电路,不需要融资,1000-9999人,长沙,1
573,AI模型开发工程师,上海·普陀区·梅川路,45000,5-7年,本科,芯后智能,数据服务,未融资,20-99人,上海,1
574,人工智能产品经理,深圳·南山区·科技园,10000,5-7年,学历不限,深圳金智凌轩视讯...,通信/网络设备,未融资,20-99人,深圳,1
575,售前工程师（人工智能）,福州·鼓楼区·东街口,15500,7年以上,本科,捷通华声,互联网,C轮,100-499人,福州,1
576,ai产品经理,合肥,22500,5-7年,本科,某大型知名计算机软件上市公司,计算机软件,已上市,10000人以上,合肥,1
577,AI算法研究员-base北上深,上海,55000,3-5年,硕士,某知名企业,基金,不需要融资,100-499人,上海,1
578,图像AI算法实习/全职工程师,嘉兴,5500,5-7年,博士,嘉兴像景智能,电子/半导体/集成电路,A轮,0-20人,嘉兴,1
579,高级ai产品经理,北京·海淀区·中关村,32500,1-3年,博士,思图场景,互联网,B轮,100-499人,北京,1
580,ai产品经理,北京,72500,1-3年,学历不限,某500强上市公司,互联网,已上市,10000人以上,北京,1
581,直招--AI产品经理（知名企业 ）,广州,22500,3-5年,本科,某移动互联网公司,移动互联网,未融资,20-99人,广州,1
582,AI推理框架研发工程师,上海,47500,3-5年,本科,某大型电子公司,电子/半导体/集成电路,未融资,500-999人,上海,1
583,AI产品总监,北京,95000,3-5年,硕士,某大型计算机服务公司,计算机服务,未融资,100-499人,北京,1
584,AI Engineer（AI工程师）,南京·雨花台区·小行,20000,1-3年,学历不限,宝马诚迈,计算机软件,不需要融资,100-499人,南京,1
585,AI开发工程师,广州·天河区·体育中心,17500,1-3年,本科,湖南拓维信创系统集成,计算机软件,未融资,1000-9999人,广州,1
586,AI数据审核（应届生亦可）,北京·海淀区·西北旺,12500,1-3年,本科,中软国际,计算机软件,已上市,10000人以上,北京,1
587,人工智能,济南·历城区·唐冶,10500,5-7年,本科,山东比亚科技,电力/热力/燃气/水利,不需要融资,100-499人,济南,1
588,机器学习游戏AI工程师-杭州,杭州,25000,3-5年,本科,某500强上市公司,游戏,已上市,10000人以上,杭州,1
589,AI语音工程师,上海·普陀区·曹杨,37500,3-5年,本科,博星信息科技有限公司,电子商务,未融资,20-99人,上海,1
590,AI短视频编导,北京,25000,5-7年,大专,某大型互联网公司,互联网,天使轮,100-499人,北京,1
591,人工智能专家,北京,37500,1-3年,本科,某500强上市公司,互联网,已上市,10000人以上,北京,1
592,AI技术工程师,杭州·萧山区·钱江世纪城,30000,3-5年,本科,辛选集团,电子商务,不需要融资,1000-9999人,杭州,1
593,AI产品经理,杭州·滨江区·长河,30000,1-3年,大专,阿里巴巴集团,互联网,已上市,10000人以上,杭州,1
594,Golang 大模型AI应用后端开发,北京·东城区·交道口,21500,1-3年,本科,博良胜合,计算机服务,未融资,0-20人,北京,1
595,人工智能算法工程师,北京·顺义区·南法信,40000,5-7年,硕士,北京阿法龙科技,智能硬件,A轮,20-99人,北京,1
596,AI大数据架构师,武汉·江夏区·关山,21500,3-5年,硕士,百智诚远,计算机服务,未融资,20-99人,武汉,1
597,AI性能架构师,深圳,170000,3-5年,学历不限,某500强上市公司,移动互联网,已上市,10000人以上,深圳,1
598,人工智能架构师,广州,60000,1-3年,本科,某大型知名保险公司,保险,未融资,10000人以上,广州,1
599,急急急高级产品经理（AI软件方向）,成都,22500,7年以上,本科,某大型广告公司,广告/公关/会展,不需要融资,100-499人,成都,1
600,AI产品经理,北京·海淀区·苏州桥,12500,7年以上,本科,狐獴暖心科技,生活服务,未融资,0-20人,北京,1
601,AI框架适配优化研发工程师,长沙·开福区·湘雅路,22500,1-3年,大专,飞腾公司,电子/半导体/集成电路,不需要融资,1000-9999人,长沙,1
602,AI模型开发工程师,上海·普陀区·梅川路,45000,3-5年,硕士,芯后智能,数据服务,未融资,20-99人,上海,1
603,人工智能产品经理,深圳·南山区·科技园,10000,1-3年,大专,深圳金智凌轩视讯...,通信/网络设备,未融资,20-99人,深圳,1
604,售前工程师（人工智能）,福州·鼓楼区·东街口,15500,3-5年,本科,捷通华声,互联网,C轮,100-499人,福州,1
605,ai产品经理,合肥,22500,5-7年,本科,某大型知名计算机软件上市公司,计算机软件,已上市,10000人以上,合肥,1
606,AI算法研究员-base北上深,上海,55000,1-3年,本科,某知名企业,基金,不需要融资,100-499人,上海,1
607,图像AI算法实习/全职工程师,嘉兴,5500,3-5年,本科,嘉兴像景智能,电子/半导体/集成电路,A轮,0-20人,嘉兴,1
608,高级ai产品经理,北京·海淀区·中关村,32500,3-5年,硕士,思图场景,互联网,B轮,100-499人,北京,1
609,ai产品经理,北京,72500,3-5年,本科,某500强上市公司,互联网,已上市,10000人以上,北京,1
610,直招--AI产品经理（知名企业 ）,广州,22500,经验不限,本科,某移动互联网公司,移动互联网,未融资,20-99人,广州,1
